index,country,iso3Code,year,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Armed forces (% labor force),government  consumption exp (% of GDP),"Population, total",Population density,immigration_100k
1454,Syrian Arab Republic,SYR,2015,14.243,6.413726252,16.72353037,19424618,105.7812885,50.70884791659738
1455,Syrian Arab Republic,SYR,2016,13.795,7.140350971,16.72889424,19193834,104.5245004,182.37627771502036
1456,Syrian Arab Republic,SYR,2017,13.597,5.444830088,16.4912084,19224668,104.6924141,62.73190257433834
1457,Syrian Arab Republic,SYR,2018,13.497,5.608068126,15.96326334,19577845,106.6157218,61.523625301967606
1458,Syrian Arab Republic,SYR,2019,13.36,5.441716686,15.36993423,20353534,110.8399172,49.72109511792891
1459,Syrian Arab Republic,SYR,2020,15.191,5.189106272,10.68126554,21049429,114.6295758,23.20728034950497
1460,Syrian Arab Republic,SYR,2021,14.877,5.189106272,6.834958527,21628839,117.7848881,25.86824008445391
1461,Syrian Arab Republic,SYR,2022,13.268,5.189106272,2.723323585,22462173,121.2993212,37.86365637910455
1462,Syrian Arab Republic,SYR,2023,13.187,5.189106272,2.723323585,23594623,121.2993212,39.62767279646723
1463,Tajikistan,TJK,2015,11.485,0.698336887,11.55895311,8643840,62.27999135,0.40491263142307127
1464,Tajikistan,TJK,2016,11.5,0.680763625,11.75682557,8865631,63.87802435,0.1691926948008551
1465,Tajikistan,TJK,2017,11.487,0.699334932,11.38648204,9085946,65.46542258,0.33018025861038575
1466,Tajikistan,TJK,2018,11.437,0.682329652,11.22106638,9307333,67.06054471,0.5372108207582129
1467,Tajikistan,TJK,2019,11.419,0.682139188,11.15449666,9529966,68.66464443,0.31479650609456533
1468,Tajikistan,TJK,2020,12.321,0.674502535,11.56800459,9749310,70.24504647,0.10257136146045207
1469,Tajikistan,TJK,2021,12.333,0.674502535,10.88425279,9966908,71.81286836,0.3511620655071764
1470,Tajikistan,TJK,2022,11.634,0.674502535,10.13507167,10182222,73.36423373,0.540157148
1471,Tajikistan,TJK,2023,11.546,0.674502535,10.13507167,10389799,73.36423373,0.4331171372997687
1472,Tanzania,TZA,2015,2.159,0.117261906,9.927294047,52020962,58.72766087,0.278733792
1473,Tanzania,TZA,2016,2.23,0.112778911,9.066506338,53824013,60.76316663,0.2043697484986859
1474,Tanzania,TZA,2017,2.303,0.107093167,8.503431674,55652890,62.82782795,0.3593703759139912
1475,Tanzania,TZA,2018,2.393,0.103445274,8.112586425,57437145,64.84211447,0.2698602097997733
1476,Tanzania,TZA,2019,2.496,0.100134799,7.782412279,59174891,66.80389591,0.37177930754447863
1477,Tanzania,TZA,2020,2.781,0.10087479,7.699584239,60972798,68.83359449,0.22961058798712172
1478,Tanzania,TZA,2021,2.821,0.10087479,8.005081985,62830412,70.93069767,0.4695178506867025
1479,Tanzania,TZA,2022,2.588,0.10087479,8.301752181,64711821,73.05466358,0.3631484887436563
1480,Tanzania,TZA,2023,2.582,0.10087479,8.759629985,66617606,73.05466358,0.4203093098241928
1481,Thailand,THA,2015,0.597,1.135950353,17.12115127,70540795,138.0743311,0.6875454125517014
1482,Thailand,THA,2016,0.688,1.141426039,16.86518276,70859841,138.6988217,0.6491688289280807
1483,Thailand,THA,2017,0.83,1.145508825,16.29840379,71160187,139.2867095,0.8361417037872596
1484,Thailand,THA,2018,0.765,1.131656496,16.17396643,71376079,139.7092897,0.7565559884565809
1485,Thailand,THA,2019,0.716,1.138847313,16.16935204,71522271,139.9954413,0.6781104587688498
1486,Thailand,THA,2020,1.099,1.1303557,17.79488741,71641484,140.2287851,0.4047934015437201
1487,Thailand,THA,2021,1.215,1.1303557,18.23131645,71727332,140.3968212,0.6064633771684133
1488,Thailand,THA,2022,0.94,1.1303557,17.72257591,71735329,140.4124743,0.5366951059776975
1489,Thailand,THA,2023,0.733,1.1303557,16.644597,71702435,140.4124743,0.669433332
1490,Timor-Leste,TLS,2016,4.657,0.263244879,55.60806981,1228312,82.60336247,0
1491,Timor-Leste,TLS,2021,2.344,0.357930944,28.1955062,1350139,90.79616678,0
1492,Timor-Leste,TLS,2023,1.521,0.357930944,52.9169651,1384286,92.08439812,0
1493,Togo,TGO,2015,2.204,0.356470437,13.01343869,7663195,140.8934547,3.4580876514299845
1494,Togo,TGO,2016,2.968,0.347231556,15.48080638,7858289,144.4804008,3.181354109017879
1495,Togo,TGO,2017,3.744,0.363662018,13.97880773,8057140,148.1364221,2.5443271433784194
1496,Togo,TGO,2018,2.898,0.338285047,13.20254072,8258778,151.8436845,4.237915100757037
1497,Togo,TGO,2019,2.036,0.345082352,13.24546631,8463068,155.5997058,4.844578821770072
1498,Togo,TGO,2020,2.225,0.33900454,13.22573072,8669720,159.3991543,2.9412714597472585
1499,Togo,TGO,2021,2.333,0.33900454,12.75823979,8878379,163.2355028,3.7168947169297457
1500,Togo,TGO,2022,1.965,0.33900454,12.92694558,9089738,167.1214929,6.160793633435859
1501,Togo,TGO,2023,1.948,0.33900454,12.58113863,9304337,167.1214929,7.2546813383909035
1502,Tonga,TON,2015,2.024,0,21.29255503,106095,147.3541667,0
1503,Tonga,TON,2018,2.248,0,19.18356797,105567,146.6208333,0
1504,Tonga,TON,2019,2.157,0,21.06833607,105669,146.7625,0
1505,Tonga,TON,2021,2.111,0,28.58885449,105490,146.5138889,0
1506,Tonga,TON,2022,2.302,0,29.95795933,105042,145.8916667,0
1507,Tonga,TON,2023,2.262,0,29.95795933,104597,145.8916667,0
1508,Trinidad and Tobago,TTO,2015,2.428,0.592019576,0,1349667,263.0929825,25.56186081455648
1509,Trinidad and Tobago,TTO,2016,3.207,0.598755476,0,1353895,263.917154,23.635510877874577
1510,Trinidad and Tobago,TTO,2017,3.394,0.593700834,0,1356633,264.4508772,27.64196359663962
1511,Trinidad and Tobago,TTO,2018,3.498,0.60193511,0,1359193,264.9499025,37.890130393549704
1512,Trinidad and Tobago,TTO,2019,3.523,0.744263588,0,1363985,265.8840156,43.988753542011096
1513,Trinidad and Tobago,TTO,2020,4.206,0.767842746,0,1366725,266.4181287,21.58444456639046
1514,Trinidad and Tobago,TTO,2021,4.446,0.767842746,0,1367558,266.5805068,35.83029019610137
1515,Trinidad and Tobago,TTO,2022,4.383,0.767842746,0,1365805,266.2387914,36.9745315
1516,Trinidad and Tobago,TTO,2023,4.21,0.767842746,0,1367510,266.2387914,39.12220020328919
1517,Tunisia,TUN,2015,15.159,1.172230305,17.9055747,11402264,73.39253347,11.181989822372119
1518,Tunisia,TUN,2016,15.557,1.156347635,18.71925732,11528674,74.20619207,11.319601890035228
1519,Tunisia,TUN,2017,15.33,1.156726849,19.12431442,11650498,74.99033213,12.274153431037885
1520,Tunisia,TUN,2018,15.459,1.115589547,18.38820026,11765514,75.73065139,16.446370298824174
1521,Tunisia,TUN,2019,17.153,1.086445036,18.8168917,11875081,76.43589727,16.67357047922452
1522,Tunisia,TUN,2020,17.656,1.13900865,21.63560306,11974057,77.07297245,12.025999208121359
1523,Tunisia,TUN,2021,16.611,1.13900865,20.92261309,12048622,77.55292225,21.82822234775064
1524,Tunisia,TUN,2022,15.3,1.13900865,20.60459904,12119334,78.00807158,38.57472696106898
1525,Tunisia,TUN,2023,15.106,1.13900865,19.74510634,12200431,78.00807158,28.400636010317996
1526,Turkiye,TUR,2015,10.304,1.675891599,13.80517246,78218479,101.6312761,1.1122691352768443
1527,Turkiye,TUR,2016,10.899,1.624664746,14.73321297,79277962,103.0078895,1.1604738275184219
1528,Turkiye,TUR,2017,10.919,1.573672411,14.38025542,80312698,104.3523485,1.388323426
1529,Turkiye,TUR,2018,10.956,1.538020824,14.50889193,81407204,105.7744683,2.5611983922209145
1530,Turkiye,TUR,2019,13.73,1.519910185,15.27094868,82579440,107.2975846,3.4270031378270427
1531,Turkiye,TUR,2020,13.148,1.611575849,14.99351188,83384680,108.3438535,2.5424334542028584
1532,Turkiye,TUR,2021,11.969,1.611575849,12.94541377,84147318,109.3347687,5.496313025686689
1533,Turkiye,TUR,2022,10.465,1.611575849,11.65321283,84979913,110.4165807,2.8536155361797086
1534,Turkiye,TUR,2023,9.388,1.611575849,13.09785512,85325965,110.4165807,2.431850609600489
1535,Turkmenistan,TKM,2015,4.016,1.73269007,8.46455279,6215770,13.22701253,0
1536,Turkmenistan,TKM,2016,4.031,1.935405041,8.596841847,6360041,13.53401783,0
1537,Turkmenistan,TKM,2017,4.044,1.926662067,9.370056199,6507061,13.84687294,0.15367921093716502
1538,Turkmenistan,TKM,2018,4.044,1.874376149,10.0238998,6655524,14.16279871,0
1539,Turkmenistan,TKM,2019,4.043,1.869464216,9.702176041,6803944,14.47863299,0.14697357885367662
1540,Turkmenistan,TKM,2020,4.501,2.564034513,10.02039124,6949912,14.78924946,0.071943357
1541,Turkmenistan,TKM,2021,4.459,2.564034513,10.16706089,7092043,15.09170089,0.5640123727394208
1542,Turkmenistan,TKM,2022,4.109,2.564034513,9.409792541,7230193,15.38568085,0.20746334157331622
1543,Turkmenistan,TKM,2023,4.099,2.564034513,9.409792541,7364438,15.38568085,0.2715753734365066
1544,Tuvalu,TUV,2021,0,0,0,10194,339.8,0
1545,Uganda,UGA,2015,2.679,0.317291903,8.95453399,37531446,187.1705865,0.4795978284449792
1546,Uganda,UGA,2016,3.008,0.313803655,7.351946844,38799152,193.492679,0.4639276652231987
1547,Uganda,UGA,2017,3.428,0.308309153,8.00943503,40177388,200.3659884,0.5226820618602682
1548,Uganda,UGA,2018,3.25,0.278802461,8.63607273,41565831,207.2902005,0.6495720006175264
1549,Uganda,UGA,2019,3.06,0.255356023,8.774561312,42999637,214.4406393,1.0232644522092127
1550,Uganda,UGA,2020,3.831,0.240170626,9.511414465,44457152,221.7093158,0.5510924316519421
1551,Uganda,UGA,2021,3.422,0.240170626,9.931596127,45910930,228.9593557,1.3395502988068417
1552,Uganda,UGA,2022,2.886,0.240170626,9.787266804,47312719,235.9501247,1.3315658311668792
1553,Uganda,UGA,2023,2.787,0.240170626,9.566160588,48656601,235.9501247,1.387273229381559
1554,Ukraine,UKR,2015,9.14,1.169642692,18.92414752,45784896,79.03622711,5.121776404166125
1555,Ukraine,UKR,2016,9.35,1.341739114,18.60204321,45616832,78.74610644,7.332819604833584
1556,Ukraine,UKR,2017,9.5,1.372074369,20.68346355,45436041,78.43266183,7.262956735
1557,Ukraine,UKR,2018,8.799,1.379308359,20.77174914,45208907,78.02710908,6.934474217658038
1558,Ukraine,UKR,2019,8.194,1.451427037,18.78053343,44957458,77.59312737,6.672975149084275
1559,Ukraine,UKR,2020,9.475,1.429174751,19.29509671,44680014,77.11428029,3.7600704422339706
1560,Ukraine,UKR,2021,9.834,1.429174751,17.74217191,44298640,76.45605799,7.212411035643532
1561,Ukraine,UKR,2022,9.834,1.429174751,39.83635401,41048766,70.84702451,8.721334034742968
1562,Ukraine,UKR,2023,9.834,1.429174751,41.68400041,37732836,70.84702451,8.255409161399902
1563,United Arab Emirates,ARE,2015,1.793,1.141662151,12.0210761,8505237,119.7583357,0
1564,United Arab Emirates,ARE,2016,1.64,1.0803538,12.11229326,8935095,125.8109687,0
1565,United Arab Emirates,ARE,2017,2.462,1.041945759,13.04577655,9223225,129.8679949,0.054210972843013155
1566,United Arab Emirates,ARE,2018,2.236,1.022973883,12.50998145,9346701,131.6066038,0.053494811
1567,United Arab Emirates,ARE,2019,2.331,1.00694778,13.08752958,9445785,133.0017601,0.15880098901255957
1568,United Arab Emirates,ARE,2020,4.294,1.01969616,15.17956454,9401038,132.3716981,0
1569,United Arab Emirates,ARE,2021,3.105,1.01969616,14.61089352,9575152,134.8233174,0
1570,United Arab Emirates,ARE,2022,2.872,1.01969616,12.64752077,10074977,141.8611236,0.09925581
1571,United Arab Emirates,ARE,2023,2.151,1.01969616,12.41920153,10483751,141.8611236,0.095385707
1572,United Kingdom,GBR,2015,5.517,0.457863101,19.54853007,65116219,269.1531393,8.231436164928432
1573,United Kingdom,GBR,2016,4.867,0.447415648,19.21828438,65611593,271.2007316,8.855142414
1574,United Kingdom,GBR,2017,4.452,0.438107567,18.65932094,66058859,273.049473,8.038285977661225
1575,United Kingdom,GBR,2018,4.12,0.435394534,18.54129342,66460344,274.7089819,8.516356761559946
1576,United Kingdom,GBR,2019,3.613,0.434440837,19.09610949,66836327,276.2630802,8.431043794492178
1577,United Kingdom,GBR,2020,4.472,0.444548876,22.61094203,67081234,277.2753854,5.083388895
1578,United Kingdom,GBR,2021,4.826,0.444548876,22.25938567,67026292,277.0482867,9.787204101936595
1579,United Kingdom,GBR,2022,3.73,0.444548876,20.82750824,67791000,280.2091514,6.638049298579458
1580,United Kingdom,GBR,2023,3.984,0.444548876,20.48051694,68350000,280.2091514,7.315288954
1581,United States,USA,2015,5.28,0.834831068,14.23331673,320738994,35.06332868,2.386675815289238
1582,United States,USA,2016,4.869,0.826028559,14.11000412,323071755,35.31834714,2.624803892249881
1583,United States,USA,2017,4.355,0.824417612,13.84713377,325122128,35.54249482,2.8112512846249578
1584,United States,USA,2018,3.896,0.830506533,13.84421264,326838199,35.73009646,3.333453688502304
1585,United States,USA,2019,3.669,0.82643391,13.98355857,328329953,35.89317567,3.2848053920928746
1586,United States,USA,2020,8.055,0.837638882,14.89574487,331526933,36.24267094,1.9244288668396061
1587,United States,USA,2021,5.349,0.837638882,14.2530325,332048977,36.29974102,3.5988666816461836
1588,United States,USA,2022,3.65,0.837638882,13.71379503,333271411,36.43337805,3.1250805368360863
1589,United States,USA,2023,3.638,0.837638882,13.43383389,334914895,36.43337805,3.1769264845625935
1590,Uruguay,URY,2015,7.488,1.475759277,13.83581,3368017,19.24361216,0.7422765383903942
1591,Uruguay,URY,2016,7.841,1.475058756,13.83581,3379283,19.30798194,1.1836830475577216
1592,Uruguay,URY,2017,7.89,1.278102274,13.83581,3388438,19.36029025,0.1475606164256215
1593,Uruguay,URY,2018,8.336,1.285910206,13.83581,3394534,19.39512056,0.5891824916174061
1594,Uruguay,URY,2019,8.836,1.273668524,13.83581,3397206,19.41038738,0.7358988533518427
1595,Uruguay,URY,2020,10.413,1.31765326,13.83581,3398968,19.42045481,0
1596,Uruguay,URY,2021,9.328,1.31765326,13.83581,3396695,19.40746772,1.9136248618142047
1597,Uruguay,URY,2022,7.877,1.31765326,13.83581,3390913,19.37443149,1.4745291312398756
1598,Uruguay,URY,2023,8.355,1.31765326,13.83581,3388081,19.37443149,1.7709139775583878
1599,Uzbekistan,UZB,2015,5.15,0.541847435,13.61688216,30749346,69.78970949,0.6016388120905075
1600,Uzbekistan,UZB,2016,5.16,0.535363769,14.13997058,31284568,71.00591705,0.6712574710956533
1601,Uzbekistan,UZB,2017,5.83,0.528330971,11.29740601,31819178,72.21980172,0.5814103683005262
1602,Uzbekistan,UZB,2018,5.389,0.522542041,12.10117108,32373490,73.47808719,0.6023446962313918
1603,Uzbekistan,UZB,2019,4.932,0.517149043,14.46938731,32964701,74.82539297,0.3943612290006817
1604,Uzbekistan,UZB,2020,5.293,0.519020934,14.64228183,33586372,76.22006581,0.23819184757436734
1605,Uzbekistan,UZB,2021,5.364,0.519020934,14.92596407,34243696,77.71125126,0.33582823536337897
1606,Uzbekistan,UZB,2022,4.49,0.519020934,14.97743374,34938955,79.2892237,0.28621348291613186
1607,Uzbekistan,UZB,2023,4.46,0.519020934,14.44365184,35652307,79.2892237,0.5189005020067845
1608,Vanuatu,VUT,2023,5.082,0,20.57422057,320409,25.68055783,0
1609,"Venezuela, RB",VEN,2015,6.137,1.95739714,0,30573972,34.66240236,2.9763878896729543
1610,"Venezuela, RB",VEN,2016,5.319,2.011713478,0,30765720,34.8797914,3.2828745759891205
1611,"Venezuela, RB",VEN,2017,5.045,2.591341384,0,30565323,34.65259679,3.3043982555001956
1612,"Venezuela, RB",VEN,2018,5.46,2.738477477,0,29807592,33.79354005,5.099371998918933
1613,"Venezuela, RB",VEN,2019,5.876,2.982644228,0,28938098,32.80777507,5.477208626496462
1614,"Venezuela, RB",VEN,2020,7.53,3.216380849,0,28444077,32.24769231,3.709032288163191
1615,"Venezuela, RB",VEN,2021,7.037,3.216380849,0,28237826,32.01386089,9.260627925110098
1616,"Venezuela, RB",VEN,2022,5.707,3.216380849,0,28213017,31.98573437,5.476195615662089
1617,"Venezuela, RB",VEN,2023,5.485,3.216380849,0,28300854,31.98573437,4.893845252867634
1618,Viet Nam,VNM,2015,1.848,0.955541439,10.65491271,92823254,296.1974772,2.8010222524627286
1619,Viet Nam,VNM,2016,1.848,0.951022141,10.39837667,94000117,299.9489992,2.606379734612458
1620,Viet Nam,VNM,2017,1.874,0.939966433,10.13492728,95176977,303.6887873,2.6266856531911076
1621,Viet Nam,VNM,2018,1.161,0.92823342,9.745889133,96237319,307.0466326,3.164053229703957
1622,Viet Nam,VNM,2019,1.681,0.929166306,9.578836368,97173776,310.0344129,4.353026273261214
1623,Viet Nam,VNM,2020,2.103,0.94651623,9.478813283,98079191,312.9231533,2.6713107778386957
1624,Viet Nam,VNM,2021,2.385,0.94651623,9.585085546,98935098,315.6539376,5.827052397522262
1625,Viet Nam,VNM,2022,1.523,0.94651623,8.934138284,99680655,318.0326485,5.472476078733632
1626,Viet Nam,VNM,2023,1.645,0.94651623,8.852103341,100352192,318.0326485,6.576836906562042
1627,West Bank and Gaza,PSE,2015,23.005,0,25.01001975,4270092,709.317608,9.367479670227246
1628,West Bank and Gaza,PSE,2016,23.939,0,23.53265738,4367088,725.4299003,9.388407103314611
1629,West Bank and Gaza,PSE,2017,25.677,0,20.75086806,4454805,740.0008306,7.519970009910646
1630,West Bank and Gaza,PSE,2018,26.256,0,21.99107922,4569087,758.9845515,10.067656842603347
1631,West Bank and Gaza,PSE,2019,25.34,0,20.66011031,4685306,778.2900332,12.485844040922833
1632,West Bank and Gaza,PSE,2020,25.895,0,23.43336531,4803269,797.8852159,9.889098445
1633,West Bank and Gaza,PSE,2021,26.39,0,23.79921586,4922749,817.0537759,19.907576031197202
1634,West Bank and Gaza,PSE,2022,24.42,0,20.48994287,5043612,817.0537759,17.249542589715467
1635,West Bank and Gaza,PSE,2023,24.42,0,20.27576231,5165775,817.0537759,14.13147107645997
1636,"Yemen, Rep.",YEM,2015,17.9,0.344163825,10.79549839,31159379,59.01732864,0.6579078485485863
1637,"Yemen, Rep.",YEM,2016,18.416,0.330765709,8.79580013,32109010,60.81597439,0.4827305482168401
1638,"Yemen, Rep.",YEM,2017,18.603,0.63672854,6.106126962,33090921,62.67575999,0.7252744642556186
1639,"Yemen, Rep.",YEM,2018,17.584,0.307248121,9.144462688,34085182,64.55893706,1.6136044102683682
1640,"Yemen, Rep.",YEM,2019,17.202,0.593565512,9.144462688,35111408,66.50265735,1.908211712842732
1641,"Yemen, Rep.",YEM,2020,17.953,0.580654339,9.144462688,36134863,68.44112923,1.6189351541197208
1642,"Yemen, Rep.",YEM,2021,18.287,0.580654339,9.144462688,37140230,70.34534159,3.7291099166591057
1643,"Yemen, Rep.",YEM,2022,17.363,0.580654339,9.144462688,38222876,72.39592401,2.1453121423934713
1644,"Yemen, Rep.",YEM,2023,17.091,0.580654339,9.144462688,39390799,72.39592401,1.662824864253198
1645,Zambia,ZMB,2015,5.942,0.311892165,14.78060738,16399089,22.05987301,0.18293699119505968
1646,Zambia,ZMB,2016,5.239,0.301212682,16.0718742,16914423,22.75309461,0.2364845670467151
1647,Zambia,ZMB,2017,4.529,0.282068599,13.72079524,17441320,23.46187062,0.487348435
1648,Zambia,ZMB,2018,5.033,0.274229963,12.70865194,17973569,24.17784608,0.3060048897355889
1649,Zambia,ZMB,2019,5.542,0.258078377,17.68425638,18513839,24.90461131,0.3780955424750102
1650,Zambia,ZMB,2020,6.033,0.243373769,14.68964171,19059395,25.6384872,0.10493512517055238
1651,Zambia,ZMB,2021,5.199,0.243373769,11.5310478,19603607,26.37055516,0.4335936748783017
1652,Zambia,ZMB,2022,5.995,0.243373769,14.45282902,20152938,27.10950914,0.3473438959619684
1653,Zambia,ZMB,2023,5.905,0.243373769,13.31278271,20723965,27.10950914,0.38602651567882884
1654,Zimbabwe,ZWE,2015,5.377,0.948389502,18.87751257,14399013,37.22117875,1.5973317059995709
1655,Zimbabwe,ZWE,2016,5.886,0.932615073,18.12393762,14600294,37.74148636,1.9177696010778962
1656,Zimbabwe,ZWE,2017,6.344,0.919220854,7.454272348,14812482,38.28998837,2.835446483580537
1657,Zimbabwe,ZWE,2018,6.793,0.901539511,10.37430634,15034452,38.86377666,4.024090801580264
1658,Zimbabwe,ZWE,2019,7.373,0.883386565,7.339160848,15271368,39.47620008,3.6669930290462522
1659,Zimbabwe,ZWE,2020,8.621,0.877221499,8.867854392,15526888,40.13671449,2.157547603872714
1660,Zimbabwe,ZWE,2021,9.54,0.877221499,14.91590377,15797210,40.83549179,3.1967670240504495
1661,Zimbabwe,ZWE,2022,10.087,0.877221499,16.64619081,16069056,41.53820861,3.8272316681203926
1662,Zimbabwe,ZWE,2023,8.759,0.877221499,15.08923343,16340822,41.53820861,3.3964019680282913
